Gender,Study hours,Attendance percentage,Semester 1(aggregate),Semester 2(aggregate),Semester 3(aggregate),Semester 4(aggregate),Semester 5(aggregate),Semester 6(aggregate),Semester 7(aggregate),Semester 8(aggregate),Total aggregate,No. of backlogs,Internet access(yes/no),Extracurricular activities(yes/no),Library Usage,Sleep hours,Classroom engagement level,Peer interaction level,"Device used for studing_Laptops, Mobile","Device used for studing_Laptops, Mobile, Text books","Device used for studing_Laptops, Text books",Device used for studing_Mobile,"Device used for studing_Mobile, Text books",Device used for studing_Text books
1,0.7,87.8,71.65,75.69,75.72,82.33,79.27,82.24,83.09,84.83,79.35,0,1,1,,4-6 hrs,1,2,False,False,False,False,False,True
0,3.6,81.3,67.05,67.57,68.49,67.61,68.2,66.91,65.78,68.96,67.57,6,1,1,,4-6 hrs,1,2,False,False,False,False,False,True
1,2.4,93.0,72.75,76.85,76.8,76.42,72.24,72.1,73.23,71.08,73.93,5,1,1,,6-8 hrs,1,1,False,False,False,True,False,False
0,3.3,64.5,65.9,68.71,67.71,72.21,73.21,77.63,84.69,80.34,73.8,1,1,1,,2-4 hrs,1,2,False,False,False,True,False,False
1,4.2,70.6,57.05,56.4,54.04,57.7,58.79,57.7,57.8,54.7,56.77,4,1,1,,6-8 hrs,1,0,False,False,False,False,True,False
1,6.4,87.5,66.54,66.19,66.13,66.06,69.54,66.27,70.72,68.43,67.49,7,1,0,,2-4 hrs,2,1,False,False,False,True,False,False
1,4.9,82.1,72.75,73.0,76.6,78.37,78.26,82.34,83.17,87.95,79.06,1,1,0,,6-8 hrs,2,1,False,False,False,True,False,False
0,5.1,86.8,59.94,62.59,57.1,53.11,51.49,47.52,46.14,43.82,52.71,3,1,1,,>8 hrs,1,0,True,False,False,False,False,False
0,2.3,82.5,72.71,74.77,70.14,68.67,74.5,68.18,66.83,72.25,71.01,3,1,1,,6-8 hrs,1,0,False,False,False,False,False,True
1,2.7,86.6,52.85,54.77,52.95,51.7,53.86,54.2,51.59,51.91,52.98,6,1,0,,6-8 hrs,1,1,False,False,False,False,False,True
0,8.1,75.5,73.76,74.53,77.52,75.81,72.15,79.24,74.68,74.94,75.33,4,1,1,,2-4 hrs,1,1,False,False,True,False,False,False
0,3.0,86.6,75.99,83.18,84.52,84.32,81.96,86.17,87.2,95.01,84.79,4,1,1,,4-6 hrs,0,2,False,False,True,False,False,False
0,7.8,90.0,65.57,67.31,71.69,67.22,67.77,70.7,67.24,65.48,67.87,5,1,0,,4-6 hrs,2,0,False,False,True,False,False,False
0,4.0,91.8,76.95,72.93,72.15,76.4,73.02,76.72,76.79,74.95,74.99,0,1,1,,4-6 hrs,2,2,False,False,False,False,False,True
1,4.5,98.1,65.7,63.91,62.03,62.56,58.78,62.06,59.73,53.9,61.08,3,1,1,,6-8 hrs,2,1,False,False,False,True,False,False
1,6.6,84.0,63.52,68.82,65.39,66.86,69.76,65.0,71.24,69.22,67.48,5,1,1,,2-4 hrs,1,0,False,True,False,False,False,False
0,7.0,84.2,54.69,55.97,57.49,53.12,55.01,55.33,54.54,57.37,55.44,6,1,1,,4-6 hrs,1,1,True,False,False,False,False,False
0,4.3,69.8,51.64,49.46,48.95,44.65,45.93,40.7,39.84,35.28,44.56,4,1,1,,>8 hrs,1,1,False,True,False,False,False,False
0,3.7,77.7,72.87,73.98,72.7,70.61,71.93,68.07,69.08,69.43,71.08,0,1,1,,6-8 hrs,2,1,False,False,False,False,False,True
1,4.4,80.5,60.95,63.03,61.51,54.7,56.07,54.54,50.6,52.24,56.7,2,1,0,,>8 hrs,1,1,True,False,False,False,False,False
1,5.2,90.4,62.62,60.17,64.6,63.81,62.16,62.43,59.87,59.57,61.9,4,1,0,,4-6 hrs,0,1,False,False,False,True,False,False
0,6.3,77.1,74.49,75.72,72.97,80.21,79.56,84.03,83.52,84.9,79.42,5,0,1,,6-8 hrs,0,1,False,False,True,False,False,False
0,4.5,88.4,78.29,77.37,76.24,78.51,77.78,79.97,79.92,80.79,78.61,3,0,1,,2-4 hrs,0,2,False,False,False,False,False,False
0,5.7,82.0,66.79,66.67,69.96,67.01,70.58,66.56,70.82,67.33,68.22,1,1,0,,2-4 hrs,1,1,False,False,False,True,False,False
0,7.8,80.6,80.39,80.5,85.61,86.18,85.42,93.01,91.81,93.33,87.03,2,1,1,,4-6 hrs,1,2,False,True,False,False,False,False
0,5.3,84.0,74.08,71.12,70.61,74.02,70.05,70.15,73.16,74.83,72.25,1,1,0,,2-4 hrs,2,1,False,False,False,True,False,False
1,5.1,78.9,54.13,59.58,60.39,65.72,64.49,69.49,68.25,73.28,64.42,2,1,1,,4-6 hrs,1,1,True,False,False,False,False,False
1,1.5,78.6,61.88,63.56,63.4,64.43,65.69,63.26,63.34,65.43,63.87,3,1,1,,6-8 hrs,1,2,False,False,False,False,False,True
0,0.5,68.4,74.4,82.08,77.81,82.98,88.23,87.1,88.43,93.58,84.33,0,1,0,,>8 hrs,1,0,False,False,False,True,False,False
0,5.3,80.0,59.82,59.03,62.44,65.42,64.51,66.55,68.92,68.82,64.44,1,0,1,,4-6 hrs,1,0,False,False,False,False,False,False
1,4.3,78.2,77.77,75.91,77.91,75.41,74.12,73.18,75.23,79.05,76.07,6,1,1,,6-8 hrs,0,2,False,False,False,False,False,False
1,3.5,77.9,61.45,60.11,64.07,68.94,67.36,69.15,72.77,76.0,67.48,0,1,1,,4-6 hrs,1,0,True,False,False,False,False,False
0,5.0,85.3,50.0,51.62,50.05,55.4,50.97,49.44,49.36,48.47,50.66,3,1,1,,4-6 hrs,0,2,False,False,False,False,False,False
1,4.4,87.3,74.97,72.83,74.51,72.53,72.01,68.57,68.48,76.5,72.55,2,1,1,,4-6 hrs,2,1,False,False,False,True,False,False
1,6.8,83.9,78.27,75.39,72.61,74.74,76.46,74.64,75.74,77.18,75.63,5,1,1,,6-8 hrs,1,0,False,False,False,False,True,False
0,4.7,90.0,48.36,49.52,52.81,49.29,46.2,46.59,54.25,52.98,50.0,5,0,1,,2-4 hrs,2,1,False,False,False,False,False,False
0,3.0,86.6,79.22,76.57,75.81,78.7,75.02,72.22,71.45,76.74,75.72,2,1,1,,6-8 hrs,0,1,False,False,False,False,False,True
0,6.5,79.6,49.95,51.29,53.66,52.43,56.12,55.6,54.76,52.37,53.27,3,1,1,,2-4 hrs,1,0,False,False,False,False,True,False
1,4.1,78.3,71.77,74.66,65.22,66.76,63.06,63.12,62.24,56.93,65.47,6,1,1,,6-8 hrs,0,2,False,False,False,True,False,False
0,5.6,84.5,69.41,68.03,70.3,73.76,66.19,63.01,68.54,70.02,68.66,2,1,1,,6-8 hrs,2,0,True,False,False,False,False,False
1,3.5,86.6,68.34,64.21,64.05,65.34,70.3,67.85,72.23,69.42,67.72,4,1,1,,4-6 hrs,1,0,False,False,False,False,False,True
1,3.2,93.2,66.71,69.46,64.32,70.45,70.95,63.41,68.07,66.96,67.54,3,1,1,,2-4 hrs,2,1,False,True,False,False,False,False
0,4.7,91.5,52.89,49.3,45.66,45.8,42.11,41.36,42.59,37.36,44.63,6,0,1,,6-8 hrs,0,2,False,True,False,False,False,False
0,4.5,77.7,65.04,70.48,73.5,72.71,78.08,77.46,77.33,79.04,74.2,6,1,1,,>8 hrs,1,1,True,False,False,False,False,False
0,5.5,81.2,71.2,75.97,76.85,77.18,79.84,82.41,81.42,88.08,79.12,4,1,0,,2-4 hrs,1,0,False,False,False,True,False,False
0,4.0,87.4,60.51,60.67,55.92,62.29,65.76,67.04,62.93,62.11,62.15,3,1,0,,6-8 hrs,1,1,False,False,True,False,False,False
0,0.8,90.5,77.33,78.34,79.28,75.82,78.06,76.32,76.95,77.65,77.47,6,0,1,,6-8 hrs,2,1,True,False,False,False,False,False
1,3.6,89.5,76.01,81.25,79.91,88.78,86.6,86.57,90.22,93.72,85.38,5,1,0,,6-8 hrs,1,1,False,False,False,False,False,False
1,6.1,81.5,58.89,58.36,58.8,54.91,50.4,55.51,48.16,44.85,53.74,7,1,1,,6-8 hrs,1,1,False,False,False,False,False,True
1,3.9,72.0,61.3,67.07,64.97,68.89,70.39,71.08,75.24,78.84,69.72,4,1,1,,4-6 hrs,1,1,False,False,False,True,False,False
1,4.0,74.0,64.98,71.8,68.43,71.15,73.64,78.26,79.31,80.91,73.56,1,1,1,,6-8 hrs,1,2,False,False,True,False,False,False
2,6.5,84.2,80.91,77.29,74.21,76.39,71.92,69.38,64.91,61.98,72.12,0,1,0,,6-8 hrs,2,1,False,False,False,False,False,True
1,3.1,84.7,58.71,58.46,58.3,59.73,64.81,69.0,70.97,70.93,63.86,4,1,1,,2-4 hrs,2,2,False,False,False,False,True,False
0,1.4,73.2,64.31,65.55,65.13,61.49,63.57,63.81,64.54,63.81,64.03,5,1,1,,>8 hrs,2,1,False,False,False,False,False,True
0,4.2,82.4,65.51,68.54,67.13,70.51,70.71,69.88,79.07,79.01,71.29,0,1,1,,>8 hrs,1,1,False,False,False,True,False,False
0,3.5,87.0,66.34,71.24,69.87,69.06,66.09,68.68,68.83,67.95,68.51,4,1,1,,2-4 hrs,2,1,False,False,False,False,True,False
0,2.6,72.8,58.13,59.86,65.43,65.72,68.2,69.81,75.58,77.06,67.47,3,0,0,,6-8 hrs,1,1,False,False,False,False,False,True
0,4.1,90.8,62.58,61.45,64.57,67.8,65.92,71.06,74.28,73.74,67.68,5,1,1,,>8 hrs,1,0,False,False,False,False,True,False
0,5.5,79.0,64.77,62.09,61.93,62.21,55.25,59.05,53.8,50.67,58.72,3,1,1,,6-8 hrs,1,1,False,True,False,False,False,False
1,4.5,92.1,69.36,68.88,71.05,71.8,75.32,75.86,78.73,76.89,73.49,1,1,0,,6-8 hrs,1,1,False,False,True,False,False,False
0,5.1,77.7,66.67,62.77,62.32,66.51,66.66,68.83,67.11,66.01,65.86,3,1,1,,4-6 hrs,0,1,False,False,False,False,False,True
1,8.1,73.8,72.45,75.74,81.13,81.94,81.5,81.94,87.78,90.02,81.56,0,1,0,,6-8 hrs,1,0,True,False,False,False,False,False
1,3.8,78.3,78.88,82.44,81.31,79.59,76.18,80.13,80.84,73.93,79.16,4,1,0,,4-6 hrs,1,1,False,False,False,True,False,False
0,5.1,81.2,51.93,55.51,59.46,58.1,63.34,62.67,65.58,66.67,60.41,4,1,0,,6-8 hrs,2,1,False,False,False,True,False,False
1,3.5,78.9,54.67,57.8,56.29,56.99,56.3,57.57,51.15,53.44,55.53,2,1,1,,4-6 hrs,1,1,False,False,False,True,False,False
0,2.8,80.3,55.26,65.44,64.88,65.39,70.88,71.11,72.3,74.84,67.51,2,1,1,,4-6 hrs,1,1,False,False,False,False,False,True
0,3.3,84.7,77.58,77.0,76.99,75.26,81.76,83.69,83.36,77.94,79.2,4,1,1,,4-6 hrs,1,2,False,False,False,True,False,False
0,3.5,80.6,64.4,70.01,66.59,66.52,65.83,64.42,68.2,63.85,66.23,3,1,0,,6-8 hrs,2,1,True,False,False,False,False,False
1,5.2,81.5,74.27,72.78,70.34,75.36,75.24,74.85,73.06,74.62,73.82,4,1,1,,6-8 hrs,1,1,False,False,False,False,False,True
1,9.2,68.3,71.77,77.42,75.21,73.02,77.93,84.93,82.17,87.23,78.71,1,1,1,,6-8 hrs,1,2,False,False,False,False,False,True
0,3.1,85.1,67.6,67.16,66.95,72.36,71.85,76.44,78.83,83.0,73.02,2,1,1,,4-6 hrs,2,1,True,False,False,False,False,False
1,3.7,81.3,69.25,65.77,69.84,67.51,67.05,69.51,66.75,70.03,68.21,3,1,1,,6-8 hrs,1,0,False,False,False,False,False,False
2,4.4,94.9,77.15,79.4,76.62,80.79,80.87,76.43,78.63,82.31,79.03,7,1,1,,6-8 hrs,1,0,False,False,False,False,True,False
2,5.3,74.5,59.52,57.55,57.78,61.48,62.9,65.33,68.24,68.86,62.71,2,1,1,,4-6 hrs,1,1,False,False,True,False,False,False
0,5.0,67.5,61.15,58.19,63.14,68.34,66.64,70.98,72.11,75.03,66.95,5,1,1,,6-8 hrs,0,1,False,False,False,True,False,False
1,7.1,86.9,54.97,55.78,56.7,54.12,54.84,54.66,57.85,55.31,55.53,5,1,1,,6-8 hrs,0,0,False,False,True,False,False,False
1,0.5,84.8,57.99,55.23,55.67,56.75,52.5,54.09,59.28,54.27,55.72,8,1,0,,>8 hrs,1,0,False,False,False,False,False,True
0,0.5,73.9,71.6,76.12,72.61,78.24,79.78,80.23,82.24,86.54,78.42,5,1,0,,6-8 hrs,1,1,True,False,False,False,False,False
1,3.5,69.8,53.52,54.78,53.94,52.87,49.14,50.33,51.57,49.88,52.0,4,1,1,,4-6 hrs,1,1,False,False,False,False,False,False
1,6.7,94.3,77.78,78.27,81.33,79.88,76.44,77.74,78.24,83.89,79.2,0,1,1,,4-6 hrs,1,2,False,False,False,True,False,False
0,1.4,93.3,64.79,64.35,60.94,62.87,57.39,59.91,53.93,50.8,59.37,2,1,0,,6-8 hrs,1,0,False,False,False,False,True,False
0,0.5,62.1,57.21,56.3,54.23,53.92,51.44,48.47,46.08,45.45,51.64,5,1,0,,6-8 hrs,0,0,False,False,False,False,False,True
0,5.6,78.3,73.45,75.64,72.9,77.24,70.73,72.78,72.0,74.95,73.71,5,1,1,,2-4 hrs,1,2,True,False,False,False,False,False
0,5.0,95.3,66.55,62.86,66.57,63.43,64.91,63.77,64.45,61.6,64.27,6,1,0,,6-8 hrs,2,0,False,False,False,False,True,False
1,2.3,78.2,62.11,62.74,67.17,66.59,66.15,62.46,60.54,65.24,64.12,3,1,1,,4-6 hrs,0,2,False,False,False,False,False,True
0,2.5,78.1,56.6,51.75,53.8,49.08,50.13,44.52,45.01,42.6,49.19,6,0,1,,4-6 hrs,1,2,False,False,False,False,False,True
2,2.6,79.7,80.73,79.04,78.8,72.74,69.02,70.4,65.15,70.9,73.35,5,1,0,,6-8 hrs,1,1,False,False,False,True,False,False
1,4.7,73.0,68.38,69.4,73.63,73.63,74.0,73.56,75.71,80.8,73.64,1,1,1,,2-4 hrs,0,1,False,False,False,True,False,False
0,3.2,68.4,64.35,65.03,58.59,63.98,63.3,58.25,60.61,60.23,61.79,0,1,0,,4-6 hrs,0,2,True,False,False,False,False,False
0,5.5,90.4,52.85,52.09,49.56,52.9,55.7,53.64,53.23,57.23,53.4,7,1,1,,6-8 hrs,1,1,False,False,False,False,False,True
0,0.5,67.3,55.55,55.0,64.3,61.13,63.08,66.15,71.29,66.47,62.87,1,1,0,,6-8 hrs,0,2,False,False,False,True,False,False
0,2.8,84.0,52.75,48.26,45.49,46.14,45.71,42.13,39.48,35.72,44.46,5,1,1,,2-4 hrs,1,2,False,False,False,False,True,False
0,2.2,89.1,75.72,71.2,71.18,73.1,76.95,74.21,74.65,74.63,73.96,3,1,1,,4-6 hrs,1,1,False,False,False,False,False,False
1,4.0,70.4,58.92,63.42,64.09,65.59,70.84,72.12,69.94,74.92,67.48,3,1,1,,>8 hrs,1,0,False,True,False,False,False,False
1,3.4,74.6,51.07,50.43,57.84,58.4,61.33,59.56,63.45,65.01,58.39,7,1,1,,6-8 hrs,1,1,False,False,True,False,False,False
0,6.1,91.7,67.73,71.13,73.44,72.77,70.71,71.6,73.12,69.01,71.19,8,1,1,,6-8 hrs,2,0,False,True,False,False,False,False
0,0.8,86.3,55.3,56.75,55.75,59.59,63.62,64.63,66.81,68.48,61.37,2,1,0,,4-6 hrs,2,1,True,False,False,False,False,False
0,4.6,77.1,59.25,54.7,54.82,54.05,50.34,44.79,49.86,45.72,51.69,5,1,0,,6-8 hrs,0,0,False,True,False,False,False,False
0,5.6,91.6,56.43,54.75,50.82,50.19,47.83,45.09,44.2,43.82,49.14,6,1,1,,6-8 hrs,1,1,False,False,False,False,False,True
0,8.2,91.7,58.17,56.98,54.92,58.34,59.04,60.03,65.64,62.85,59.5,5,1,1,,>8 hrs,1,0,True,False,False,False,False,False
0,3.5,84.2,73.41,74.27,70.38,72.24,73.13,70.93,70.77,72.25,72.17,1,1,0,,6-8 hrs,1,1,False,False,False,False,False,True
0,5.1,74.8,75.3,77.49,75.76,71.25,74.17,72.35,71.04,65.16,72.82,1,1,0,,4-6 hrs,1,0,False,True,False,False,False,False
0,0.9,78.7,65.44,63.71,59.44,58.46,58.96,56.16,53.52,50.32,58.25,3,1,0,,6-8 hrs,1,1,False,False,False,True,False,False
0,0.5,84.3,77.42,77.87,72.89,72.48,69.7,74.39,66.94,61.68,71.67,2,1,1,,6-8 hrs,1,1,False,False,False,False,True,False
0,6.2,80.5,67.45,65.8,68.14,63.98,58.48,56.48,57.63,51.69,61.21,3,1,0,,6-8 hrs,0,1,False,False,False,False,False,False
0,4.5,89.5,67.24,67.8,64.61,62.91,58.55,57.76,53.99,51.74,60.58,0,1,0,,2-4 hrs,1,2,False,False,True,False,False,False
1,6.9,69.8,54.45,55.38,49.92,46.18,43.75,42.75,46.41,41.72,47.57,6,1,1,,6-8 hrs,0,1,False,False,False,False,False,False
1,1.8,70.0,75.4,74.67,72.62,74.68,74.04,74.75,74.48,73.85,74.31,2,1,0,,4-6 hrs,1,1,False,False,False,False,True,False
1,5.5,83.4,79.55,82.74,80.78,79.01,76.14,77.96,80.38,76.61,79.15,1,0,1,,<2 hrs,2,1,True,False,False,False,False,False
0,8.2,78.1,67.6,67.23,62.29,65.32,66.67,69.2,61.66,66.49,65.81,4,0,0,,4-6 hrs,2,2,False,True,False,False,False,False
1,5.3,77.0,67.86,71.36,70.36,66.5,66.58,66.13,65.65,69.27,67.96,3,1,0,,6-8 hrs,1,1,False,False,False,True,False,False
1,5.1,67.9,67.85,70.66,70.96,68.72,74.65,74.84,76.03,81.6,73.16,2,0,1,,4-6 hrs,2,2,False,False,False,True,False,False
0,4.5,82.2,73.61,74.79,77.4,76.99,80.61,80.72,80.06,88.35,79.07,3,1,1,,6-8 hrs,1,0,False,False,False,False,False,True
1,1.4,81.6,73.41,74.43,77.09,74.16,77.37,75.76,75.98,72.34,75.07,1,1,1,,4-6 hrs,2,1,False,False,False,True,False,False
0,7.2,87.2,78.12,78.03,74.39,77.85,74.67,76.76,78.41,77.19,76.93,0,1,1,,4-6 hrs,2,0,False,False,False,True,False,False
1,3.3,82.6,62.33,65.25,63.12,66.54,65.13,61.7,66.07,64.23,64.3,7,1,0,,2-4 hrs,2,1,False,False,False,False,False,True
1,5.5,80.9,71.94,75.87,74.05,74.63,79.15,76.8,74.47,75.22,75.27,2,1,1,,4-6 hrs,2,1,False,False,False,False,True,False
0,1.4,91.4,64.64,61.45,58.86,65.38,57.41,53.7,54.06,49.68,58.15,5,1,0,,4-6 hrs,1,2,False,False,False,False,False,False
1,2.1,71.5,72.55,72.0,78.29,79.46,81.69,84.39,84.7,88.82,80.24,7,1,1,,>8 hrs,1,2,False,False,False,True,False,False
1,7.4,86.3,60.6,55.52,55.37,54.11,53.71,52.01,52.03,51.29,54.33,4,0,0,,6-8 hrs,1,2,False,False,True,False,False,False
0,3.8,68.6,70.45,73.82,74.53,78.15,81.76,82.89,85.29,87.7,79.32,3,1,1,,6-8 hrs,2,1,False,False,False,False,False,False
0,7.4,75.3,57.29,57.08,54.16,51.51,50.93,47.19,48.01,46.34,51.56,9,0,1,,>8 hrs,0,0,False,False,False,False,False,False
1,4.3,72.3,60.41,57.39,59.12,66.37,58.82,60.14,59.98,58.71,60.12,0,1,1,,2-4 hrs,1,2,False,False,False,False,False,True
0,0.8,88.3,55.55,55.47,51.2,48.17,48.44,46.91,45.57,41.21,49.06,8,1,0,,4-6 hrs,1,2,False,False,True,False,False,False
1,6.3,81.5,55.36,56.76,61.53,60.59,57.64,65.28,62.43,68.51,61.01,4,0,0,,4-6 hrs,2,1,True,False,False,False,False,False
1,3.3,81.9,61.93,62.47,64.95,62.33,66.0,61.87,62.63,60.73,62.86,2,1,1,,6-8 hrs,2,1,True,False,False,False,False,False
0,5.9,73.1,54.09,53.45,54.82,60.43,63.69,63.29,64.53,67.76,60.26,4,1,1,,4-6 hrs,1,0,True,False,False,False,False,False
0,4.6,79.6,78.13,84.1,83.05,75.9,77.09,80.32,77.25,79.76,79.45,2,1,0,,6-8 hrs,1,1,False,False,False,True,False,False
0,1.4,75.9,54.04,55.27,51.61,56.72,56.77,59.33,62.98,66.6,57.91,8,0,1,,4-6 hrs,1,2,True,False,False,False,False,False
0,4.8,85.1,71.75,72.33,66.69,67.75,67.01,60.2,60.5,58.66,65.61,3,1,0,,4-6 hrs,0,2,False,False,True,False,False,False
2,8.9,74.1,58.62,59.2,59.43,58.76,59.94,61.77,57.18,60.44,59.42,6,1,1,,>8 hrs,1,1,False,True,False,False,False,False
0,5.5,92.6,74.99,75.93,77.5,78.87,74.55,75.9,74.98,77.22,76.24,1,1,1,,6-8 hrs,2,1,True,False,False,False,False,False
1,4.4,68.6,66.37,71.08,67.52,69.77,70.63,71.89,69.85,68.26,69.42,4,1,1,,6-8 hrs,1,2,False,False,False,False,False,False
0,6.7,75.5,67.58,68.34,64.29,71.79,75.36,73.94,76.62,77.68,71.95,2,1,0,,6-8 hrs,1,2,False,False,False,False,False,False
1,4.9,95.4,73.56,70.51,67.95,70.56,66.83,65.02,60.95,57.66,66.63,1,1,0,,4-6 hrs,2,1,False,False,False,True,False,False
1,4.9,78.5,56.02,56.95,55.4,57.49,58.48,54.74,56.77,56.48,56.54,7,1,1,,6-8 hrs,1,1,False,False,False,False,False,False
1,2.3,71.5,61.44,61.01,62.19,67.9,65.91,70.48,71.1,69.53,66.19,4,1,0,,>8 hrs,1,2,False,False,False,True,False,False
1,5.0,83.8,70.66,68.5,62.16,64.47,66.41,70.14,73.67,69.59,68.2,5,1,0,,6-8 hrs,2,1,False,False,False,False,False,False
2,6.6,78.2,66.19,59.22,59.1,57.32,57.95,49.47,50.79,46.27,55.79,3,1,0,,>8 hrs,1,0,False,False,False,False,True,False
0,2.8,75.3,56.26,55.85,56.08,56.75,61.97,62.84,66.26,62.33,59.79,7,1,1,,6-8 hrs,2,2,False,False,False,False,True,False
0,7.3,73.2,61.28,62.78,64.36,61.53,67.78,74.24,72.68,74.04,67.34,4,1,0,,>8 hrs,1,1,False,False,False,False,True,False
1,4.3,100.0,76.84,77.71,75.48,73.4,75.69,72.19,71.17,66.21,73.59,3,1,1,,6-8 hrs,1,1,False,False,True,False,False,False
1,2.7,80.0,61.38,63.39,64.01,63.07,62.91,62.97,57.74,61.75,62.15,6,1,0,,>8 hrs,0,0,False,False,False,False,False,True
1,6.5,66.6,51.28,49.58,51.33,50.47,50.12,53.18,50.72,53.47,51.27,4,1,1,,6-8 hrs,1,0,False,False,True,False,False,False
1,3.9,93.9,58.74,65.08,60.94,57.24,62.78,59.86,54.96,56.14,59.47,7,1,0,,6-8 hrs,1,2,False,False,False,False,False,False
0,6.0,86.9,70.52,64.66,64.62,65.95,61.01,56.79,57.08,59.25,62.48,2,1,1,,>8 hrs,2,2,False,False,False,True,False,False
0,3.9,75.9,78.33,75.82,71.74,71.84,67.12,67.55,69.07,65.44,70.86,3,1,0,,6-8 hrs,0,0,False,False,False,True,False,False
0,4.4,74.5,64.42,61.3,63.37,62.4,64.53,63.41,66.04,66.54,64.0,2,1,1,,2-4 hrs,1,1,False,False,False,False,True,False
1,5.5,87.4,54.26,53.47,48.85,52.26,51.44,54.0,53.84,54.41,52.82,2,1,1,,4-6 hrs,1,0,False,False,True,False,False,False
0,5.1,80.0,58.11,57.17,60.37,62.26,61.07,58.45,59.85,59.02,59.54,4,1,1,,2-4 hrs,2,1,False,False,False,False,True,False
0,0.5,66.6,63.77,65.49,66.43,72.35,71.89,72.36,73.58,77.03,70.36,2,0,1,,6-8 hrs,2,1,False,False,False,False,False,True
0,2.3,96.3,71.28,71.44,71.49,73.43,73.53,69.59,73.71,73.07,72.19,4,1,0,,2-4 hrs,1,2,False,False,False,False,False,True
0,6.4,78.5,55.01,57.39,58.99,60.04,58.2,63.58,61.68,61.68,59.57,3,1,0,,2-4 hrs,0,0,False,True,False,False,False,False
1,4.2,94.0,79.73,79.52,74.38,76.58,79.75,78.4,77.31,78.42,78.01,4,1,1,,2-4 hrs,1,0,False,False,True,False,False,False
1,3.5,92.2,75.89,75.06,73.88,69.57,74.39,73.77,71.06,72.51,73.27,2,1,0,,6-8 hrs,1,2,False,False,True,False,False,False
1,1.8,74.0,75.01,71.45,75.48,73.97,66.84,63.86,63.02,62.05,68.96,3,1,0,,4-6 hrs,2,2,False,False,False,False,True,False
0,2.3,90.3,65.97,63.46,58.59,60.3,58.64,53.52,50.84,54.26,58.2,6,1,0,,6-8 hrs,1,2,False,True,False,False,False,False
1,0.5,76.8,69.62,73.07,74.56,78.77,77.12,78.54,84.09,83.95,77.46,1,1,1,,6-8 hrs,1,2,False,False,False,True,False,False
1,4.3,67.1,62.12,68.24,69.97,69.01,70.01,72.57,80.47,80.89,71.66,6,0,0,,4-6 hrs,0,1,False,False,False,True,False,False
1,3.3,78.6,77.3,75.63,74.29,77.59,73.17,71.73,77.11,75.12,75.24,3,1,1,,4-6 hrs,1,1,False,False,False,True,False,False
1,2.6,85.2,67.81,73.99,69.56,70.67,68.31,69.99,69.08,72.06,70.18,0,1,0,,2-4 hrs,0,0,False,True,False,False,False,False
0,4.4,78.3,61.2,60.66,62.07,59.73,57.56,52.43,50.81,48.09,56.57,4,1,0,,2-4 hrs,1,0,False,False,False,True,False,False
0,5.2,79.5,75.05,75.43,69.12,65.53,66.94,67.67,64.32,63.53,68.45,2,1,1,,4-6 hrs,1,1,False,False,False,False,False,False
1,8.7,91.1,63.53,64.26,64.02,70.03,65.78,67.59,60.53,66.57,65.29,0,0,0,,6-8 hrs,2,2,False,False,True,False,False,False
1,1.5,82.9,70.44,72.62,74.23,75.75,77.12,76.52,71.75,75.94,74.3,5,0,1,,6-8 hrs,1,1,False,True,False,False,False,False
0,6.8,75.3,49.15,49.65,50.08,51.12,50.7,53.26,59.78,57.71,52.68,7,1,1,,6-8 hrs,1,2,False,False,False,False,False,True
1,6.4,87.6,59.26,57.69,50.48,53.56,47.87,47.08,44.85,43.44,50.53,3,0,1,,4-6 hrs,1,1,False,False,False,False,True,False
1,2.9,83.6,57.22,54.16,56.34,57.98,54.64,55.32,53.66,54.4,55.46,6,1,1,,6-8 hrs,2,1,False,True,False,False,False,False
1,4.9,61.8,67.56,71.06,70.88,69.75,69.12,71.35,71.88,67.79,69.92,5,1,0,,4-6 hrs,2,1,False,False,True,False,False,False
1,3.6,85.4,61.81,57.72,55.01,56.08,51.63,51.28,46.06,48.58,53.52,4,1,0,,2-4 hrs,0,0,False,False,False,True,False,False
0,4.9,85.1,65.91,69.12,67.91,70.41,72.35,75.04,76.6,80.21,72.19,4,1,1,,6-8 hrs,0,1,False,False,False,False,True,False
0,7.5,82.2,61.33,58.93,53.72,50.73,53.77,49.96,46.07,47.85,52.8,5,1,1,,>8 hrs,2,1,False,False,True,False,False,False
1,5.7,89.1,54.03,55.82,60.94,59.19,63.02,63.74,64.64,71.29,61.58,6,1,0,,6-8 hrs,2,1,False,False,False,False,False,False
1,5.5,76.6,52.89,55.93,55.64,56.68,61.11,58.68,59.67,71.14,58.97,2,1,0,,4-6 hrs,2,1,True,False,False,False,False,False
0,3.6,84.7,61.71,59.12,62.15,57.19,58.9,56.99,59.2,56.99,59.03,5,0,1,,4-6 hrs,2,2,False,False,False,False,False,False
0,1.5,69.5,54.43,53.69,55.27,54.95,54.71,55.32,55.79,55.74,54.99,5,1,1,,4-6 hrs,1,1,False,False,False,False,True,False
0,4.1,85.3,70.36,75.24,72.92,70.1,73.21,75.06,74.2,78.67,73.72,0,1,1,,4-6 hrs,2,1,False,False,False,False,True,False
0,6.9,97.6,74.48,79.18,80.65,73.82,79.82,77.54,80.58,77.81,77.98,0,1,0,,2-4 hrs,0,1,False,False,False,False,True,False
