Register Number,Gender,Study hours,Attendance percentage,Semester 1(aggregate),Semester 2(aggregate),Semester 3(aggregate),Semester 4(aggregate),Semester 5(aggregate),Semester 6(aggregate),Semester 7(aggregate),Semester 8(aggregate),Total aggregate,No. of backlogs,Internet access(yes/no),Extracurricular activities(yes/no),Device used for studing,Library Usage,Sleep hours,Classroom engagement level,Peer interaction level
REG00163,Female,4.4,74.1,62.59,60.39,63.83,60.33,60.49,62.88,62.1,63.88,62.06,2,yes,no,"Laptops, Text books",no,6-8 hrs,Medium,Medium
REG00164,Female,5,79.3,68.84,63.56,59.29,61.92,53.4,52.53,48.39,54.59,57.82,1,yes,yes,Laptops,no,4-6 hrs,High,Medium
REG00165,Male,3.9,88.1,78.01,77.98,77.34,77.7,79.95,81.07,77.39,78.66,78.51,3,yes,no,Text books,yes,6-8 hrs,Medium,Medium
REG00166,Female,7.2,85.6,59.46,62.7,63.82,69.73,69.51,74.84,73.96,70.32,68.04,2,yes,yes,"Laptops, Mobile, Text books",no,4-6 hrs,Medium,Medium
REG00167,Male,4.1,94.3,58.2,62.2,60.85,67.3,67.81,69.05,68.35,77.36,66.39,4,yes,no,Laptops,yes,6-8 hrs,High,Low
REG00168,Male,5,85.4,52.66,55.9,56.23,56.12,58.73,62.16,66.64,67.02,59.43,5,yes,yes,"Mobile, Text books",yes,6-8 hrs,High,Low
REG00169,Male,6.8,96.8,74.34,73.42,73.02,72.26,72.48,69.75,70.38,76.02,72.71,4,yes,yes,Laptops,yes,4-6 hrs,Medium,Medium
REG00170,Female,2.9,86.3,54.92,61.64,65.06,63.72,61.75,68.7,70.81,74.22,65.1,1,no,no,"Laptops, Text books",yes,6-8 hrs,High,High
REG00171,Female,7.6,90.5,63.55,66.89,64.81,63.47,65.33,63.1,64.27,62.14,64.2,2,yes,yes,Mobile,yes,6-8 hrs,High,Medium
REG00172,Male,1.4,79.4,68.07,67.83,66.84,67.15,64.25,65.89,67.16,65.59,66.6,3,yes,yes,"Mobile, Text books",yes,6-8 hrs,Medium,Low
REG00173,Female,7.8,82.1,60.17,62.03,60.54,66.91,70.29,69.41,73.17,73.95,67.06,4,yes,yes,Mobile,yes,6-8 hrs,High,Medium
REG00174,Male,3.8,89.3,52.48,51.42,54.76,53.85,54.64,53.55,55.93,58.37,54.38,5,yes,no,Text books,no,>8 hrs,Medium,Medium
REG00175,Female,4,94.9,65.34,64.58,60.74,62.66,61.95,60.27,58.55,60.77,61.86,9,yes,yes,Laptops,no,4-6 hrs,High,Medium
REG00176,Male,0.7,87.8,71.65,75.69,75.72,82.33,79.27,82.24,83.09,84.83,79.35,0,yes,yes,Text books,yes,4-6 hrs,Medium,High
REG00177,Female,3.6,81.3,67.05,67.57,68.49,67.61,68.2,66.91,65.78,68.96,67.57,6,yes,yes,Text books,no,4-6 hrs,Medium,High
REG00178,Male,2.4,93,72.75,76.85,76.8,76.42,72.24,72.1,73.23,71.08,73.93,5,yes,yes,Mobile,no,6-8 hrs,Medium,Medium
REG00179,Female,3.3,64.5,65.9,68.71,67.71,72.21,73.21,77.63,84.69,80.34,73.8,1,yes,yes,Mobile,no,2-4 hrs,Medium,High
REG00180,Male,4.2,70.6,57.05,56.4,54.04,57.7,58.79,57.7,57.8,54.7,56.77,4,yes,yes,"Mobile, Text books",yes,6-8 hrs,Medium,Low
REG00181,Male,6.4,87.5,66.54,66.19,66.13,66.06,69.54,66.27,70.72,68.43,67.49,7,yes,no,Mobile,no,2-4 hrs,High,Medium
REG00182,Male,4.9,82.1,72.75,73,76.6,78.37,78.26,82.34,83.17,87.95,79.06,1,yes,no,Mobile,no,6-8 hrs,High,Medium
REG00183,Female,5.1,86.8,59.94,62.59,57.1,53.11,51.49,47.52,46.14,43.82,52.71,3,yes,yes,"Laptops, Mobile",yes,>8 hrs,Medium,Low
REG00184,Female,2.3,82.5,72.71,74.77,70.14,68.67,74.5,68.18,66.83,72.25,71.01,3,yes,yes,Text books,no,6-8 hrs,Medium,Low
REG00185,Male,2.7,86.6,52.85,54.77,52.95,51.7,53.86,54.2,51.59,51.91,52.98,6,yes,no,Text books,no,6-8 hrs,Medium,Medium
REG00186,Female,8.1,75.5,73.76,74.53,77.52,75.81,72.15,79.24,74.68,74.94,75.33,4,yes,yes,"Laptops, Text books",no,2-4 hrs,Medium,Medium
REG00187,Female,3,86.6,75.99,83.18,84.52,84.32,81.96,86.17,87.2,95.01,84.79,4,yes,yes,"Laptops, Text books",yes,4-6 hrs,Low,High
REG00188,Female,7.8,90,65.57,67.31,71.69,67.22,67.77,70.7,67.24,65.48,67.87,5,yes,no,"Laptops, Text books",yes,4-6 hrs,High,Low
REG00189,Female,4,91.8,76.95,72.93,72.15,76.4,73.02,76.72,76.79,74.95,74.99,0,yes,yes,Text books,yes,4-6 hrs,High,High
REG00190,Male,4.5,98.1,65.7,63.91,62.03,62.56,58.78,62.06,59.73,53.9,61.08,3,yes,yes,Mobile,yes,6-8 hrs,High,Medium
REG00191,Male,6.6,84,63.52,68.82,65.39,66.86,69.76,65,71.24,69.22,67.48,5,yes,yes,"Laptops, Mobile, Text books",yes,2-4 hrs,Medium,Low
REG00192,Female,7,84.2,54.69,55.97,57.49,53.12,55.01,55.33,54.54,57.37,55.44,6,yes,yes,"Laptops, Mobile",yes,4-6 hrs,Medium,Medium
REG00193,Female,4.3,69.8,51.64,49.46,48.95,44.65,45.93,40.7,39.84,35.28,44.56,4,yes,yes,"Laptops, Mobile, Text books",yes,>8 hrs,Medium,Medium
REG00194,Female,3.7,77.7,72.87,73.98,72.7,70.61,71.93,68.07,69.08,69.43,71.08,0,yes,yes,Text books,yes,6-8 hrs,High,Medium
REG00195,Male,4.4,80.5,60.95,63.03,61.51,54.7,56.07,54.54,50.6,52.24,56.7,2,yes,no,"Laptops, Mobile",no,>8 hrs,Medium,Medium
REG00196,Male,5.2,90.4,62.62,60.17,64.6,63.81,62.16,62.43,59.87,59.57,61.9,4,yes,no,Mobile,yes,4-6 hrs,Low,Medium
REG00197,Female,6.3,77.1,74.49,75.72,72.97,80.21,79.56,84.03,83.52,84.9,79.42,5,no,yes,"Laptops, Text books",yes,6-8 hrs,Low,Medium
REG00198,Female,4.5,88.4,78.29,77.37,76.24,78.51,77.78,79.97,79.92,80.79,78.61,3,no,yes,Laptops,no,2-4 hrs,Low,High
REG00199,Female,5.7,82,66.79,66.67,69.96,67.01,70.58,66.56,70.82,67.33,68.22,1,yes,no,Mobile,no,2-4 hrs,Medium,Medium
REG00200,Female,7.8,80.6,80.39,80.5,85.61,86.18,85.42,93.01,91.81,93.33,87.03,2,yes,yes,"Laptops, Mobile, Text books",yes,4-6 hrs,Medium,High
REG00201,Female,5.3,84,74.08,71.12,70.61,74.02,70.05,70.15,73.16,74.83,72.25,1,yes,no,Mobile,yes,2-4 hrs,High,Medium
REG00202,Male,5.1,78.9,54.13,59.58,60.39,65.72,64.49,69.49,68.25,73.28,64.42,2,yes,yes,"Laptops, Mobile",yes,4-6 hrs,Medium,Medium
REG00203,Male,1.5,78.6,61.88,63.56,63.4,64.43,65.69,63.26,63.34,65.43,63.87,3,yes,yes,Text books,yes,6-8 hrs,Medium,High
REG00204,Female,0.5,68.4,74.4,82.08,77.81,82.98,88.23,87.1,88.43,93.58,84.33,0,yes,no,Mobile,yes,>8 hrs,Medium,Low
REG00205,Female,5.3,80,59.82,59.03,62.44,65.42,64.51,66.55,68.92,68.82,64.44,1,no,yes,Laptops,no,4-6 hrs,Medium,Low
REG00206,Male,4.3,78.2,77.77,75.91,77.91,75.41,74.12,73.18,75.23,79.05,76.07,6,yes,yes,Laptops,yes,6-8 hrs,Low,High
REG00207,Male,3.5,77.9,61.45,60.11,64.07,68.94,67.36,69.15,72.77,76,67.48,0,yes,yes,"Laptops, Mobile",no,4-6 hrs,Medium,Low
REG00208,Female,5,85.3,50,51.62,50.05,55.4,50.97,49.44,49.36,48.47,50.66,3,yes,yes,Laptops,no,4-6 hrs,Low,High
REG00209,Male,4.4,87.3,74.97,72.83,74.51,72.53,72.01,68.57,68.48,76.5,72.55,2,yes,yes,Mobile,no,4-6 hrs,High,Medium
REG00210,Male,6.8,83.9,78.27,75.39,72.61,74.74,76.46,74.64,75.74,77.18,75.63,5,yes,yes,"Mobile, Text books",yes,6-8 hrs,Medium,Low
REG00211,Female,4.7,90,48.36,49.52,52.81,49.29,46.2,46.59,54.25,52.98,50,5,no,yes,Laptops,yes,2-4 hrs,High,Medium
REG00212,Female,3,86.6,79.22,76.57,75.81,78.7,75.02,72.22,71.45,76.74,75.72,2,yes,yes,Text books,no,6-8 hrs,Low,Medium
REG00213,Female,6.5,79.6,49.95,51.29,53.66,52.43,56.12,55.6,54.76,52.37,53.27,3,yes,yes,"Mobile, Text books",no,2-4 hrs,Medium,Low
REG00214,Male,4.1,78.3,71.77,74.66,65.22,66.76,63.06,63.12,62.24,56.93,65.47,6,yes,yes,Mobile,yes,6-8 hrs,Low,High
REG00215,Female,5.6,84.5,69.41,68.03,70.3,73.76,66.19,63.01,68.54,70.02,68.66,2,yes,yes,"Laptops, Mobile",yes,6-8 hrs,High,Low
REG00216,Male,3.5,86.6,68.34,64.21,64.05,65.34,70.3,67.85,72.23,69.42,67.72,4,yes,yes,Text books,no,4-6 hrs,Medium,Low
REG00217,Male,3.2,93.2,66.71,69.46,64.32,70.45,70.95,63.41,68.07,66.96,67.54,3,yes,yes,"Laptops, Mobile, Text books",yes,2-4 hrs,High,Medium
REG00218,Female,4.7,91.5,52.89,49.3,45.66,45.8,42.11,41.36,42.59,37.36,44.63,6,no,yes,"Laptops, Mobile, Text books",no,6-8 hrs,Low,High
REG00219,Female,4.5,77.7,65.04,70.48,73.5,72.71,78.08,77.46,77.33,79.04,74.2,6,yes,yes,"Laptops, Mobile",no,>8 hrs,Medium,Medium
REG00220,Female,5.5,81.2,71.2,75.97,76.85,77.18,79.84,82.41,81.42,88.08,79.12,4,yes,no,Mobile,yes,2-4 hrs,Medium,Low
REG00221,Female,4,87.4,60.51,60.67,55.92,62.29,65.76,67.04,62.93,62.11,62.15,3,yes,no,"Laptops, Text books",no,6-8 hrs,Medium,Medium
REG00222,Female,0.8,90.5,77.33,78.34,79.28,75.82,78.06,76.32,76.95,77.65,77.47,6,no,yes,"Laptops, Mobile",yes,6-8 hrs,High,Medium
REG00223,Male,3.6,89.5,76.01,81.25,79.91,88.78,86.6,86.57,90.22,93.72,85.38,5,yes,no,Laptops,yes,6-8 hrs,Medium,Medium
REG00224,Male,6.1,81.5,58.89,58.36,58.8,54.91,50.4,55.51,48.16,44.85,53.74,7,yes,yes,Text books,no,6-8 hrs,Medium,Medium
REG00225,Male,3.9,72,61.3,67.07,64.97,68.89,70.39,71.08,75.24,78.84,69.72,4,yes,yes,Mobile,yes,4-6 hrs,Medium,Medium
REG00226,Male,4,74,64.98,71.8,68.43,71.15,73.64,78.26,79.31,80.91,73.56,1,yes,yes,"Laptops, Text books",yes,6-8 hrs,Medium,High
REG00227,Other,6.5,84.2,80.91,77.29,74.21,76.39,71.92,69.38,64.91,61.98,72.12,0,yes,no,Text books,yes,6-8 hrs,High,Medium
REG00228,Male,3.1,84.7,58.71,58.46,58.3,59.73,64.81,69,70.97,70.93,63.86,4,yes,yes,"Mobile, Text books",yes,2-4 hrs,High,High
REG00229,Female,1.4,73.2,64.31,65.55,65.13,61.49,63.57,63.81,64.54,63.81,64.03,5,yes,yes,Text books,yes,>8 hrs,High,Medium
REG00230,Female,4.2,82.4,65.51,68.54,67.13,70.51,70.71,69.88,79.07,79.01,71.29,0,yes,yes,Mobile,yes,>8 hrs,Medium,Medium
REG00231,Female,3.5,87,66.34,71.24,69.87,69.06,66.09,68.68,68.83,67.95,68.51,4,yes,yes,"Mobile, Text books",yes,2-4 hrs,High,Medium
REG00232,Female,2.6,72.8,58.13,59.86,65.43,65.72,68.2,69.81,75.58,77.06,67.47,3,no,no,Text books,no,6-8 hrs,Medium,Medium
REG00233,Female,4.1,90.8,62.58,61.45,64.57,67.8,65.92,71.06,74.28,73.74,67.68,5,yes,yes,"Mobile, Text books",no,>8 hrs,Medium,Low
REG00234,Female,5.5,79,64.77,62.09,61.93,62.21,55.25,59.05,53.8,50.67,58.72,3,yes,yes,"Laptops, Mobile, Text books",yes,6-8 hrs,Medium,Medium
REG00235,Male,4.5,92.1,69.36,68.88,71.05,71.8,75.32,75.86,78.73,76.89,73.49,1,yes,no,"Laptops, Text books",yes,6-8 hrs,Medium,Medium
REG00236,Female,5.1,77.7,66.67,62.77,62.32,66.51,66.66,68.83,67.11,66.01,65.86,3,yes,yes,Text books,yes,4-6 hrs,Low,Medium
REG00237,Male,8.1,73.8,72.45,75.74,81.13,81.94,81.5,81.94,87.78,90.02,81.56,0,yes,no,"Laptops, Mobile",yes,6-8 hrs,Medium,Low
REG00238,Male,3.8,78.3,78.88,82.44,81.31,79.59,76.18,80.13,80.84,73.93,79.16,4,yes,no,Mobile,yes,4-6 hrs,Medium,Medium
REG00239,Female,5.1,81.2,51.93,55.51,59.46,58.1,63.34,62.67,65.58,66.67,60.41,4,yes,no,Mobile,yes,6-8 hrs,High,Medium
REG00240,Male,3.5,78.9,54.67,57.8,56.29,56.99,56.3,57.57,51.15,53.44,55.53,2,yes,yes,Mobile,no,4-6 hrs,Medium,Medium
REG00241,Female,2.8,80.3,55.26,65.44,64.88,65.39,70.88,71.11,72.3,74.84,67.51,2,yes,yes,Text books,no,4-6 hrs,Medium,Medium
REG00242,Female,3.3,84.7,77.58,77,76.99,75.26,81.76,83.69,83.36,77.94,79.2,4,yes,yes,Mobile,yes,4-6 hrs,Medium,High
REG00243,Female,3.5,80.6,64.4,70.01,66.59,66.52,65.83,64.42,68.2,63.85,66.23,3,yes,no,"Laptops, Mobile",no,6-8 hrs,High,Medium
REG00244,Male,5.2,81.5,74.27,72.78,70.34,75.36,75.24,74.85,73.06,74.62,73.82,4,yes,yes,Text books,yes,6-8 hrs,Medium,Medium
REG00245,Male,9.2,68.3,71.77,77.42,75.21,73.02,77.93,84.93,82.17,87.23,78.71,1,yes,yes,Text books,yes,6-8 hrs,Medium,High
REG00246,Female,3.1,85.1,67.6,67.16,66.95,72.36,71.85,76.44,78.83,83,73.02,2,yes,yes,"Laptops, Mobile",yes,4-6 hrs,High,Medium
REG00247,Male,3.7,81.3,69.25,65.77,69.84,67.51,67.05,69.51,66.75,70.03,68.21,3,yes,yes,Laptops,yes,6-8 hrs,Medium,Low
REG00248,Other,4.4,94.9,77.15,79.4,76.62,80.79,80.87,76.43,78.63,82.31,79.03,7,yes,yes,"Mobile, Text books",yes,6-8 hrs,Medium,Low
REG00249,Other,5.3,74.5,59.52,57.55,57.78,61.48,62.9,65.33,68.24,68.86,62.71,2,yes,yes,"Laptops, Text books",no,4-6 hrs,Medium,Medium
REG00250,Female,5,67.5,61.15,58.19,63.14,68.34,66.64,70.98,72.11,75.03,66.95,5,yes,yes,Mobile,yes,6-8 hrs,Low,Medium
REG00251,Male,7.1,86.9,54.97,55.78,56.7,54.12,54.84,54.66,57.85,55.31,55.53,5,yes,yes,"Laptops, Text books",yes,6-8 hrs,Low,Low
REG00252,Male,0.5,84.8,57.99,55.23,55.67,56.75,52.5,54.09,59.28,54.27,55.72,8,yes,no,Text books,no,>8 hrs,Medium,Low
REG00253,Female,0.5,73.9,71.6,76.12,72.61,78.24,79.78,80.23,82.24,86.54,78.42,5,yes,no,"Laptops, Mobile",yes,6-8 hrs,Medium,Medium
REG00254,Male,3.5,69.8,53.52,54.78,53.94,52.87,49.14,50.33,51.57,49.88,52,4,yes,yes,Laptops,yes,4-6 hrs,Medium,Medium
REG00255,Male,6.7,94.3,77.78,78.27,81.33,79.88,76.44,77.74,78.24,83.89,79.2,0,yes,yes,Mobile,yes,4-6 hrs,Medium,High
REG00256,Female,1.4,93.3,64.79,64.35,60.94,62.87,57.39,59.91,53.93,50.8,59.37,2,yes,no,"Mobile, Text books",yes,6-8 hrs,Medium,Low
REG00257,Female,0.5,62.1,57.21,56.3,54.23,53.92,51.44,48.47,46.08,45.45,51.64,5,yes,no,Text books,yes,6-8 hrs,Low,Low
REG00258,Female,5.6,78.3,73.45,75.64,72.9,77.24,70.73,72.78,72,74.95,73.71,5,yes,yes,"Laptops, Mobile",no,2-4 hrs,Medium,High
REG00259,Female,5,95.3,66.55,62.86,66.57,63.43,64.91,63.77,64.45,61.6,64.27,6,yes,no,"Mobile, Text books",no,6-8 hrs,High,Low
REG00260,Male,2.3,78.2,62.11,62.74,67.17,66.59,66.15,62.46,60.54,65.24,64.12,3,yes,yes,Text books,yes,4-6 hrs,Low,High
REG00261,Female,2.5,78.1,56.6,51.75,53.8,49.08,50.13,44.52,45.01,42.6,49.19,6,no,yes,Text books,no,4-6 hrs,Medium,High
REG00262,Other,2.6,79.7,80.73,79.04,78.8,72.74,69.02,70.4,65.15,70.9,73.35,5,yes,no,Mobile,no,6-8 hrs,Medium,Medium
REG00263,Male,4.7,73,68.38,69.4,73.63,73.63,74,73.56,75.71,80.8,73.64,1,yes,yes,Mobile,yes,2-4 hrs,Low,Medium
REG00264,Female,3.2,68.4,64.35,65.03,58.59,63.98,63.3,58.25,60.61,60.23,61.79,0,yes,no,"Laptops, Mobile",no,4-6 hrs,Low,High
REG00265,Female,5.5,90.4,52.85,52.09,49.56,52.9,55.7,53.64,53.23,57.23,53.4,7,yes,yes,Text books,yes,6-8 hrs,Medium,Medium
REG00266,Female,0.5,67.3,55.55,55,64.3,61.13,63.08,66.15,71.29,66.47,62.87,1,yes,no,Mobile,yes,6-8 hrs,Low,High
REG00267,Female,2.8,84,52.75,48.26,45.49,46.14,45.71,42.13,39.48,35.72,44.46,5,yes,yes,"Mobile, Text books",yes,2-4 hrs,Medium,High
REG00268,Female,2.2,89.1,75.72,71.2,71.18,73.1,76.95,74.21,74.65,74.63,73.96,3,yes,yes,Laptops,yes,4-6 hrs,Medium,Medium
REG00269,Male,4,70.4,58.92,63.42,64.09,65.59,70.84,72.12,69.94,74.92,67.48,3,yes,yes,"Laptops, Mobile, Text books",no,>8 hrs,Medium,Low
REG00270,Male,3.4,74.6,51.07,50.43,57.84,58.4,61.33,59.56,63.45,65.01,58.39,7,yes,yes,"Laptops, Text books",yes,6-8 hrs,Medium,Medium
REG00271,Female,6.1,91.7,67.73,71.13,73.44,72.77,70.71,71.6,73.12,69.01,71.19,8,yes,yes,"Laptops, Mobile, Text books",yes,6-8 hrs,High,Low
REG00272,Female,0.8,86.3,55.3,56.75,55.75,59.59,63.62,64.63,66.81,68.48,61.37,2,yes,no,"Laptops, Mobile",yes,4-6 hrs,High,Medium
REG00273,Female,4.6,77.1,59.25,54.7,54.82,54.05,50.34,44.79,49.86,45.72,51.69,5,yes,no,"Laptops, Mobile, Text books",yes,6-8 hrs,Low,Low
REG00274,Female,5.6,91.6,56.43,54.75,50.82,50.19,47.83,45.09,44.2,43.82,49.14,6,yes,yes,Text books,yes,6-8 hrs,Medium,Medium
REG00275,Female,8.2,91.7,58.17,56.98,54.92,58.34,59.04,60.03,65.64,62.85,59.5,5,yes,yes,"Laptops, Mobile",yes,>8 hrs,Medium,Low
REG00276,Female,3.5,84.2,73.41,74.27,70.38,72.24,73.13,70.93,70.77,72.25,72.17,1,yes,no,Text books,yes,6-8 hrs,Medium,Medium
REG00277,Female,5.1,74.8,75.3,77.49,75.76,71.25,74.17,72.35,71.04,65.16,72.82,1,yes,no,"Laptops, Mobile, Text books",yes,4-6 hrs,Medium,Low
REG00278,Female,0.9,78.7,65.44,63.71,59.44,58.46,58.96,56.16,53.52,50.32,58.25,3,yes,no,Mobile,yes,6-8 hrs,Medium,Medium
REG00279,Female,0.5,84.3,77.42,77.87,72.89,72.48,69.7,74.39,66.94,61.68,71.67,2,yes,yes,"Mobile, Text books",yes,6-8 hrs,Medium,Medium
REG00280,Female,6.2,80.5,67.45,65.8,68.14,63.98,58.48,56.48,57.63,51.69,61.21,3,yes,no,Laptops,yes,6-8 hrs,Low,Medium
REG00281,Female,4.5,89.5,67.24,67.8,64.61,62.91,58.55,57.76,53.99,51.74,60.58,0,yes,no,"Laptops, Text books",yes,2-4 hrs,Medium,High
REG00282,Male,6.9,69.8,54.45,55.38,49.92,46.18,43.75,42.75,46.41,41.72,47.57,6,yes,yes,Laptops,yes,6-8 hrs,Low,Medium
REG00283,Male,1.8,70,75.4,74.67,72.62,74.68,74.04,74.75,74.48,73.85,74.31,2,yes,no,"Mobile, Text books",no,4-6 hrs,Medium,Medium
REG00284,Male,5.5,83.4,79.55,82.74,80.78,79.01,76.14,77.96,80.38,76.61,79.15,1,no,yes,"Laptops, Mobile",yes,<2 hrs,High,Medium
REG00285,Female,8.2,78.1,67.6,67.23,62.29,65.32,66.67,69.2,61.66,66.49,65.81,4,no,no,"Laptops, Mobile, Text books",yes,4-6 hrs,High,High
REG00286,Male,5.3,77,67.86,71.36,70.36,66.5,66.58,66.13,65.65,69.27,67.96,3,yes,no,Mobile,yes,6-8 hrs,Medium,Medium
REG00287,Male,5.1,67.9,67.85,70.66,70.96,68.72,74.65,74.84,76.03,81.6,73.16,2,no,yes,Mobile,no,4-6 hrs,High,High
REG00288,Female,4.5,82.2,73.61,74.79,77.4,76.99,80.61,80.72,80.06,88.35,79.07,3,yes,yes,Text books,yes,6-8 hrs,Medium,Low
REG00289,Male,1.4,81.6,73.41,74.43,77.09,74.16,77.37,75.76,75.98,72.34,75.07,1,yes,yes,Mobile,yes,4-6 hrs,High,Medium
REG00290,Female,7.2,87.2,78.12,78.03,74.39,77.85,74.67,76.76,78.41,77.19,76.93,0,yes,yes,Mobile,yes,4-6 hrs,High,Low
REG00291,Male,3.3,82.6,62.33,65.25,63.12,66.54,65.13,61.7,66.07,64.23,64.3,7,yes,no,Text books,yes,2-4 hrs,High,Medium
REG00292,Male,5.5,80.9,71.94,75.87,74.05,74.63,79.15,76.8,74.47,75.22,75.27,2,yes,yes,"Mobile, Text books",yes,4-6 hrs,High,Medium
REG00293,Female,1.4,91.4,64.64,61.45,58.86,65.38,57.41,53.7,54.06,49.68,58.15,5,yes,no,Laptops,yes,4-6 hrs,Medium,High
REG00294,Male,2.1,71.5,72.55,72,78.29,79.46,81.69,84.39,84.7,88.82,80.24,7,yes,yes,Mobile,yes,>8 hrs,Medium,High
REG00295,Male,7.4,86.3,60.6,55.52,55.37,54.11,53.71,52.01,52.03,51.29,54.33,4,no,no,"Laptops, Text books",no,6-8 hrs,Medium,High
REG00296,Female,3.8,68.6,70.45,73.82,74.53,78.15,81.76,82.89,85.29,87.7,79.32,3,yes,yes,Laptops,yes,6-8 hrs,High,Medium
REG00297,Female,7.4,75.3,57.29,57.08,54.16,51.51,50.93,47.19,48.01,46.34,51.56,9,no,yes,Laptops,yes,>8 hrs,Low,Low
REG00298,Male,4.3,72.3,60.41,57.39,59.12,66.37,58.82,60.14,59.98,58.71,60.12,0,yes,yes,Text books,no,2-4 hrs,Medium,High
REG00299,Female,0.8,88.3,55.55,55.47,51.2,48.17,48.44,46.91,45.57,41.21,49.06,8,yes,no,"Laptops, Text books",yes,4-6 hrs,Medium,High
REG00300,Male,6.3,81.5,55.36,56.76,61.53,60.59,57.64,65.28,62.43,68.51,61.01,4,no,no,"Laptops, Mobile",no,4-6 hrs,High,Medium
REG00301,Male,3.3,81.9,61.93,62.47,64.95,62.33,66,61.87,62.63,60.73,62.86,2,yes,yes,"Laptops, Mobile",yes,6-8 hrs,High,Medium
REG00302,Female,5.9,73.1,54.09,53.45,54.82,60.43,63.69,63.29,64.53,67.76,60.26,4,yes,yes,"Laptops, Mobile",yes,4-6 hrs,Medium,Low
REG00303,Female,4.6,79.6,78.13,84.1,83.05,75.9,77.09,80.32,77.25,79.76,79.45,2,yes,no,Mobile,yes,6-8 hrs,Medium,Medium
REG00304,Female,1.4,75.9,54.04,55.27,51.61,56.72,56.77,59.33,62.98,66.6,57.91,8,no,yes,"Laptops, Mobile",yes,4-6 hrs,Medium,High
REG00305,Female,4.8,85.1,71.75,72.33,66.69,67.75,67.01,60.2,60.5,58.66,65.61,3,yes,no,"Laptops, Text books",no,4-6 hrs,Low,High
REG00306,Other,8.9,74.1,58.62,59.2,59.43,58.76,59.94,61.77,57.18,60.44,59.42,6,yes,yes,"Laptops, Mobile, Text books",no,>8 hrs,Medium,Medium
REG00307,Female,5.5,92.6,74.99,75.93,77.5,78.87,74.55,75.9,74.98,77.22,76.24,1,yes,yes,"Laptops, Mobile",yes,6-8 hrs,High,Medium
REG00308,Male,4.4,68.6,66.37,71.08,67.52,69.77,70.63,71.89,69.85,68.26,69.42,4,yes,yes,Laptops,no,6-8 hrs,Medium,High
REG00309,Female,6.7,75.5,67.58,68.34,64.29,71.79,75.36,73.94,76.62,77.68,71.95,2,yes,no,Laptops,no,6-8 hrs,Medium,High
REG00310,Male,4.9,95.4,73.56,70.51,67.95,70.56,66.83,65.02,60.95,57.66,66.63,1,yes,no,Mobile,yes,4-6 hrs,High,Medium
REG00311,Male,4.9,78.5,56.02,56.95,55.4,57.49,58.48,54.74,56.77,56.48,56.54,7,yes,yes,Laptops,yes,6-8 hrs,Medium,Medium
REG00312,Male,2.3,71.5,61.44,61.01,62.19,67.9,65.91,70.48,71.1,69.53,66.19,4,yes,no,Mobile,no,>8 hrs,Medium,High
REG00313,Male,5,83.8,70.66,68.5,62.16,64.47,66.41,70.14,73.67,69.59,68.2,5,yes,no,Laptops,yes,6-8 hrs,High,Medium
REG00314,Other,6.6,78.2,66.19,59.22,59.1,57.32,57.95,49.47,50.79,46.27,55.79,3,yes,no,"Mobile, Text books",yes,>8 hrs,Medium,Low
REG00315,Female,2.8,75.3,56.26,55.85,56.08,56.75,61.97,62.84,66.26,62.33,59.79,7,yes,yes,"Mobile, Text books",yes,6-8 hrs,High,High
REG00316,Female,7.3,73.2,61.28,62.78,64.36,61.53,67.78,74.24,72.68,74.04,67.34,4,yes,no,"Mobile, Text books",yes,>8 hrs,Medium,Medium
REG00317,Male,4.3,100,76.84,77.71,75.48,73.4,75.69,72.19,71.17,66.21,73.59,3,yes,yes,"Laptops, Text books",yes,6-8 hrs,Medium,Medium
REG00318,Male,2.7,80,61.38,63.39,64.01,63.07,62.91,62.97,57.74,61.75,62.15,6,yes,no,Text books,no,>8 hrs,Low,Low
REG00319,Male,6.5,66.6,51.28,49.58,51.33,50.47,50.12,53.18,50.72,53.47,51.27,4,yes,yes,"Laptops, Text books",yes,6-8 hrs,Medium,Low
REG00320,Male,3.9,93.9,58.74,65.08,60.94,57.24,62.78,59.86,54.96,56.14,59.47,7,yes,no,Laptops,yes,6-8 hrs,Medium,High
REG00321,Female,6,86.9,70.52,64.66,64.62,65.95,61.01,56.79,57.08,59.25,62.48,2,yes,yes,Mobile,yes,>8 hrs,High,High
REG00322,Female,3.9,75.9,78.33,75.82,71.74,71.84,67.12,67.55,69.07,65.44,70.86,3,yes,no,Mobile,yes,6-8 hrs,Low,Low
REG00323,Female,4.4,74.5,64.42,61.3,63.37,62.4,64.53,63.41,66.04,66.54,64,2,yes,yes,"Mobile, Text books",yes,2-4 hrs,Medium,Medium
REG00324,Male,5.5,87.4,54.26,53.47,48.85,52.26,51.44,54,53.84,54.41,52.82,2,yes,yes,"Laptops, Text books",no,4-6 hrs,Medium,Low
REG00325,Female,5.1,80,58.11,57.17,60.37,62.26,61.07,58.45,59.85,59.02,59.54,4,yes,yes,"Mobile, Text books",no,2-4 hrs,High,Medium
REG00326,Female,0.5,66.6,63.77,65.49,66.43,72.35,71.89,72.36,73.58,77.03,70.36,2,no,yes,Text books,no,6-8 hrs,High,Medium
REG00327,Female,2.3,96.3,71.28,71.44,71.49,73.43,73.53,69.59,73.71,73.07,72.19,4,yes,no,Text books,no,2-4 hrs,Medium,High
